"","X","Date","Price","Text","bing_score","nrc_score","afin_score"
"20101",20101,"2015-03-09",58.67," scottsiebs good monday morning from my room at the beautiful trump ocean club panama a great great hotel ",1,1,1
"20102",20102,"2015-03-10",55.95," jxcookie realdonaldtrump i really appreciate your tips just started a business going for gold thank you great good luck ",1,1,1
"20103",20103,"2015-03-10",55.95," budd realdonaldtrump jean george s is always fantastic a real pleasure in a wonderful building thank you ",1,1,1
"20104",20104,"2015-03-10",55.95,"trump international hotel amp tower new york has received great acclaim as has our signature restaurant jean georges ",1,1,1
"20105",20105,"2015-03-10",55.95," ricd the united states of america needs a real man in the oval office mr donald trump america is ready for you lets do it ",1,1,1
"20107",20107,"2015-03-10",55.95,"i am happy to announce that the pgagrandslam will be held at trumpgolfla this year  t co chfxhirqii follow trumpgolf for more ",1,1,1
"20109",20109,"2015-03-10",55.95," daltonkats inside trump tower in nyc what a beautiful building realdonaldtrump thanks ",1,1,1
"20110",20110,"2015-03-11",56.46," kenzig time to throw your hat in the ring mr trump currently we have a liar a repeat overzealous tea partier some govs blah ",-1,-1,-1
"20111",20111,"2015-03-11",56.46," calhoundeane say what you want about realdonaldtrump the apprentice is such a career saver for so many people absoluteicon ",1,1,1
"20112",20112,"2015-03-11",56.46," seangeezee announced today the rd pga grand slam of golf to be held trumpnationalla oct nbcsportsradio ",1,-1,1
"20115",20115,"2015-03-11",56.46," dnorrell greta statedept foxnews trump is only good canidate non politician non insider bring transpaency back realdonaldtrump ",1,1,1
"20117",20117,"2015-03-11",56.46," realpro real it s so gorgeous you have amazing taste donald trumpgolfla foxnews foxandfriends cnbc ",1,1,1
"20119",20119,"2015-03-11",56.46," justinraay realdonaldtrump realpro real trumpgolfla awesome ",1,1,1
"20121",20121,"2015-03-11",56.46," justrelaxfornow realdonaldtrump realpro real trumpgolfla your son eric is awesome ",1,1,1
"20125",20125,"2015-03-11",56.46," ipfinancing realdonaldtrump daltonkats trump chicago is my favorite ",1,1,1
"20136",20136,"2015-03-12",56.66," jwil realdonaldtrump dnorrell greta statedept foxnews trump would shape the debate and dialogue in a way no one else could ",1,1,-1
"20143",20143,"2015-03-12",56.66,"trump international hotel washington d c will be one of the world s top luxury hotels ",1,1,1
"20147",20147,"2015-03-12",56.66," w o r l d usa realdonaldtrump would win any presidential debate trump for president ",1,1,1
"20151",20151,"2015-03-12",56.66," monkiekaty realdonaldtrump russiannavyblog joe jwil dnorrell greta statedept foxnews yes yes yes trump for president ",1,1,1
"20155",20155,"2015-03-13",54.8,"entrepreneurs what is the standard for which you want to be known identify that standard amp then establish it simple but not easy focus ",1,1,1
"20157",20157,"2015-03-13",54.8,"wow little mac miller has almost million views on his song donald trump keep pushing mac and come up with another hit just do it ",1,-1,1
"20160",20160,"2015-03-13",54.8,"entrepreneurs there are no guarantees but being ready sure beats being taken by surprise know everything you can about what you re doing ",1,1,-1
"20161",20161,"2015-03-14",54.8," donnalee realdonaldtrump yes sir wish you were president with decision power to lead this country back to greatness ",1,1,1
"20164",20164,"2015-03-15",54.8," seajay uk realdonaldtrump turnberrybuzz beautiful sunset of lighthouse and ailsa craig ",1,1,1
"20165",20165,"2015-03-15",54.8," dhami devin as a year old young man i am very impressed that i haven t been able to put down the art of the deal great book ",1,1,1
"20166",20166,"2015-03-15",54.8," britlizhilton celebrityapprentice donaldjtrumpjr don t follow me but he has children to be proud of i really admire realdonaldtrump ",1,1,1
"20169",20169,"2015-03-16",52," jenninboca i enjoy seeing realdonaldtrump on foxandfriends president trump has a lovely ring to it i think teamtrump foxnews ",1,1,1
"20171",20171,"2015-03-16",52," samdoyle realdonaldtrump when starting a business what is the most important aspect find work that you love be passionate about it ",1,1,1
"20176",20176,"2015-03-16",52," foxesba realdonaldtrump foxandfriends my favorite part of the week is listening to you on monday mornings morningsarebetterwithfriends",1,1,1
"20179",20179,"2015-03-17",52.17,"entrepreneurs success is good success with significance is even better make your work count ",1,1,1
"20180",20180,"2015-03-17",52.17,"entrepreneurs we win in our daily lives by being careful with every day every moment ",1,1,1
"20183",20183,"2015-03-17",52.17," playazball joshcalebking bestbergerever realdonaldtrump and the irish love trump ",1,1,1
"20184",20184,"2015-03-17",52.17," samdoyle when discouragement comes in the business what would be your suggestion you have to expect problems keep moving forward ",-1,1,-1
"20185",20185,"2015-03-17",52.17," myhealthcoach your c pac speech was presented so clear straight forward it made it so easy to understand wt prob us has ",1,1,1
"20197",20197,"2015-03-18",52.59,"corey lewandowski senior political adviser mr trump has the vision and leadership skills to bring our country back to greatness ",1,1,1
"20198",20198,"2015-03-18",52.59," willaa realdonaldtrump for the love of the united states of america don t let another bush or clinton in office run donald trump run ",1,1,1
"20202",20202,"2015-03-18",52.59," vinceconley realdonaldtrump woohoo the united states of america president trump i like the sound of that trump ",1,1,1
"20209",20209,"2015-03-19",52.96," john siracusa realdonaldtrump boarcane president donald trump would be an awesome presence in america and we regain respect ",1,1,1
"20212",20212,"2015-03-19",52.96," nicolesavilla trumpforpresident hell yes i d vote for realdonaldtrump in a heartbeat ",-1,-1,-1
"20213",20213,"2015-03-19",52.96,"trump int l hotel amp tower new york has the perfect manhattan location amp jeangeorges is the signature restaurant ",1,1,1
"20214",20214,"2015-03-19",52.96," trumpsoho new york has interiors by celebrated design house fendi casa and degree views of the city skyline ",1,1,1
"20215",20215,"2015-03-19",52.96," horptyler while i ll miss the celebrity apprentice season i think it s great that realdonaldtrump will try for the white house ",-1,1,1
"20217",20217,"2015-03-19",52.96," littmannraymond realdonaldtrump he would be a great president and we need him to represent and protect america s interests worldwide ",1,1,1
"20219",20219,"2015-03-19",52.96," boarcane donaldtrump we need you to run and win a true patriot with only the country s best interest at heart ",1,1,1
"20220",20220,"2015-03-19",52.96," talkernewyorker i love the trump family they have done so much just in nyc how lucky other parts get to benefit goodfamily ",1,1,1
"20222",20222,"2015-03-20",53.88,"entrepreneurs learn to be succinct can you tell someone your idea in three minutes or less be clear and concise ",1,1,1
"20223",20223,"2015-03-20",53.88," dulcifybp seajay uk realdonaldtrump visitayrshire what a great credit to donald trump thanks ",1,1,1
"20228",20228,"2015-03-20",53.88," samdoyle realdonaldtrump thanks for the quotes today a month away of starting my own business helpful good luck ",1,1,1
"20229",20229,"2015-03-20",53.88," rafflewinner realdonaldtrump i can t decide if you will be a great president or the greatest president trump ",1,1,1
"20231",20231,"2015-03-20",53.88," moniquehorsey i really love and admire realdonaldtrump s high level of work ethic amp motivation very inspiring to entrepreneurs thanks",1,1,1
"20232",20232,"2015-03-20",53.88,"trump national golf club los angeles fronts the pacific ocean and has an hole pete dye course beautiful ",1,1,1
"20233",20233,"2015-03-23",53.82," greigaspinall realdonaldtrump great show shame we are so behind in the uk the season just finished well done johnrich thanks ",-1,-1,1
"20234",20234,"2015-03-23",53.82," joanslavin greigaspinall johnrich simply brilliant would never miss it trump family a credit to society re charitable donations ",1,1,1
"20242",20242,"2015-03-23",53.82," cahlrstorrie i think realdonaldtrump is the only reason i watch fox and friends honest man he is foxandfriends",1,1,1
"20243",20243,"2015-03-23",53.82," kirstydace a brilliant weekend at turnberry polite friendly staff delicious food and beautiful setting ",1,1,1
"20244",20244,"2015-03-23",53.82," wastehe realdonaldtrump fatrotty well realdonaldtrump make an announcement i love you and i want to see you do it ",1,1,1
"20247",20247,"2015-03-23",53.82,"will be on foxandfriends at minutes enjoy ",1,1,1
"20250",20250,"2015-03-23",53.82," nicolesavilla trumpforpresident hell yes i d vote for realdonaldtrump in a heartbeat ",-1,-1,-1
"20251",20251,"2015-03-23",53.82," tylerleesmit i found a few of your buildings in busan south korea they re looking clean and beautiful keep expanding the empire ",1,1,1
"20255",20255,"2015-03-23",53.82," jefferyaarnold tedcruz for president haha really tedcruz you should run as support for realdonaldtrump not as a candidate ",1,1,1
"20257",20257,"2015-03-23",53.82," belllabooo foxandfriends realdonaldtrump great job mr trump lots of great ideas looking forward to hearing more from you god bless ",1,1,1
"20260",20260,"2015-03-23",53.82," suddy just watched celebrity apprentice in england wonderful how did you choose between them whole prog was great thank you ",1,1,1
"20261",20261,"2015-03-23",53.82," chingaling realdonaldtrump praying that you have a productive day give god thanks he gave you the ability to succeed thank you ",1,1,1
"20262",20262,"2015-03-23",53.82," stephenmangan enjoying realdonaldtrump s thinking face ",1,1,1
"20264",20264,"2015-03-23",53.82," jjj treated myself to a few nights in trump tower in chicago all i can say is wow you know how to look after your guests ",1,1,1
"20267",20267,"2015-03-24",53.61," debrachopaola donald trump is the hope of america realdonaldtrump ",1,1,1
"20271",20271,"2015-03-24",53.61," ayley realdonaldtrump you would be doing our country a favor by running for president trump ",1,1,1
"20272",20272,"2015-03-24",53.61,"entrepreneurs trust your instincts even after you ve honed your skills they re there for a reason ",1,1,1
"20273",20273,"2015-03-24",53.61," indybuffalojim greta i remember visiting that building a real jewel i am proud of donald once again stepping up to make america beautiful",1,1,1
"20274",20274,"2015-03-24",53.61," sanstar emedia heard realdonaldtrump might be running for president think that would be pretty cool actually ",1,1,1
"20286",20286,"2015-03-24",53.61," mauijano you have my presidential vote we need an assertive person like you to bring back respect and financial repair to america thx",1,1,1
"20293",20293,"2015-03-24",53.61,"go to greta show will be talking about opo and plenty else enjoy ",1,1,1
"20298",20298,"2015-03-24",53.61," njunger realdonaldtrump ok ted effing cruz is running come on donald for the love of god run never voted rep but i will if u run ",1,1,1
"20302",20302,"2015-03-24",53.61," doremusj realdonaldtrump you re my dream candidate i hope your exploratory committee agrees if they don t you should fire them cute ",1,1,1
"20310",20310,"2015-03-24",53.61," alorcafesocial realdonaldtrump bellanycmag love ya donald ",1,1,1
"20311",20311,"2015-03-24",53.61," justsoldcom realdonaldtrump trump has a very good chance at we need you mr trump the us needs you ",1,1,1
"20327",20327,"2015-03-25",54.18,"via foxnews trump politicians are all talk no action i m the opposite ",1,1,-1
"20328",20328,"2015-03-25",54.18," pinnacle i have to give donaldtrump credit he lets everyone tourists into his beautiful hotel residence and it s beautiful ",1,1,1
"20329",20329,"2015-03-25",54.18," brendanmalakym realdonaldtrump first time in the fabled trumphotel toronto concierge was amazing amp experience is the right word thx",1,1,1
"20330",20330,"2015-03-25",54.18," xxjennypennyxx realdonaldtrump super excited to be spending easter in doonbeg spa irishgirl donaldtrump lovetrump ireland",1,1,1
"20331",20331,"2015-03-25",54.18,"jack nicklaus ii gave the best tribute to a parent i have ever heard at yesterday s congressional gold medal ceremony honoring jacknicklaus",1,1,1
"20333",20333,"2015-03-25",54.18," ivankatrump s favorite miami hot spots trumpgolf trumpdoral ",1,1,1
"20335",20335,"2015-03-25",54.18," greatmakeupkate realdonaldtrump jdwillms jeff donald trump is the greatest hope for this country we have ",1,1,1
"20336",20336,"2015-03-25",54.18," hakolbzman you would make an awesome president we need someone who actually understands business to turn this country around thanks ",1,1,1
"20339",20339,"2015-03-25",54.18," mikephelps watching mighty planes about realdonaldtrump private b mr trump is the man he s as impressive as the jet thank you ",1,1,1
"20342",20342,"2015-03-25",54.18," welovethedonald realdonaldtrump what a beautiful first family you will be ",1,1,1
"20344",20344,"2015-03-25",54.18," johnny arizona dream debate election clinton vs trump trump would be fired up and hillary would be not hired trump ",1,1,-1
"20348",20348,"2015-03-25",54.18,"via bostonherald by eugene r dunn iran a clear danger ",-1,-1,-1
"20349",20349,"2015-03-26",57.02,"sgt bowe bergdahl should face the death penalty for desertion five brave soldiers died trying to bring him back u s has to get tough ",-1,-1,-1
"20351",20351,"2015-03-26",57.02,"if saudi arabia which has been making one billion dollars a day from oil wants our help and protection they must pay dearly no freebies ",1,1,1
"20354",20354,"2015-03-26",57.02," nathanerbland i agree gt the nd amendment is a right not a privilege realdonaldtrump ",1,1,1
"20355",20355,"2015-03-26",57.02," jeff jeffrey foxnewsinsider i don t care what anyone says i ll take trump anyday at least he tells the truth and tells it like it is ",1,1,1
"20358",20358,"2015-03-26",57.02," paul loan you would be the most straightforward prez weve ever had i dont see you reading prepared speeches off a teleprompter ",1,1,1
"20361",20361,"2015-03-26",57.02,"entrepreneurs successful negotiation means knowing what the other side wants you ve got to know where they re coming from pay attention ",1,1,1
"20362",20362,"2015-03-26",57.02,"message to obama re iran the worst thing you can possibly do in a deal is seem desperate to make it the art of the deal",-1,1,-1
"20369",20369,"2015-03-26",57.02," amazinhof the more i read about realdonaldtrump the more i want him to be president his directness amp honesty just makes sense ",1,1,1
"20370",20370,"2015-03-27",56.44,"the road to success is always under construction arnold palmer",1,1,1
"20372",20372,"2015-03-27",56.44," nathanmporter trumptoronto realdonaldtrump congrats that is an amazing accomplishment well deserved toronto ",1,1,1
"20373",20373,"2015-03-27",56.44," sammybo aaronmcallorum realdonaldtrump i passed by yesterday while driving down the whitestone bridge what a beautiful sight ",1,1,1
"20374",20374,"2015-03-27",56.44," kellymorrisltd ayrshirechamber sad to be missing it huge buzz about the key note speaker this year america s future president ",-1,1,-1
"20376",20376,"2015-03-27",56.44," indybuffalojim trumptoronto doesn t suprise me one little bit look who is running luxury donald trump that master of what people want ",1,1,1
"20383",20383,"2015-03-29",56.44,"the girlfriend of lubitz the wacko co pilot who took down the plane knew he was insane and should have reported him put her through hell",-1,-1,-1
"20385",20385,"2015-03-30",53.99," javamedic realdonaldtrump you know we are desperate so time to announce trumpforpresident foxandfriends ",-1,-1,-1
"20390",20390,"2015-03-30",53.99," politcswatch realdonaldtrump i would call what the obama administration has done these two terms a disaster foxandfriends ",-1,-1,-1
"20397",20397,"2015-03-30",53.99,"via cbnnews thebrodyfile poll donald trump in gop top tier for president ",1,1,1
"20398",20398,"2015-03-30",53.99," looneytunes i am tired of realdonaldtrump thinking about it just do it the country is a mess politicians will only make it worse ",-1,-1,-1
"20399",20399,"2015-03-30",53.99,"wow what a nice honor ",1,1,1
"20400",20400,"2015-03-31",53.69," michaeltmorgan oreillyfactor trump is right we are dealing with zealots animals and amateurs wake up no deal walk and walk fast ",1,1,-1
"20401",20401,"2015-03-31",53.69," jesseaazar realdonaldtrump oreillyfactor start to save america pres trump ",1,1,1
"20402",20402,"2015-03-31",53.69," stl blonde i love you realdonaldtrump you re an american original don t ever change oreillyfactor thank you ",1,1,1
"20405",20405,"2015-03-31",53.69," marianoqcasilum realdonaldtrump please run and run please help us liberate america from obama s maladies ",1,1,1
"20414",20414,"2015-03-31",53.69," christianlasval what s happening to us is not a question of toughit s a question of smart hurry and run already we need to get smart",1,1,1
"20415",20415,"2015-03-31",53.69," foxesba realdonaldtrump oreillyfactor the smart guy i love that slogan ",1,1,1
"20416",20416,"2015-03-31",53.69,"turn on oreillyfactor now and enjoy true brilliance ",1,1,1
"20423",20423,"2015-03-31",53.69," edroc realdonaldtrump will bring america back our savvy optimism and pride needs a strong leader like donald trump elect ",1,1,1
"20432",20432,"2015-03-31",53.69," williamgardanis realdonaldtrump the best president in the history of the united states donald j trump ",1,1,1
"20433",20433,"2015-03-31",53.69,"iran is desperate to develop nukes congress must increase sanctions against iran ",-1,1,-1
"20439",20439,"2015-03-31",53.69,"entrepreneurs gain and use information to your advantage see every day as an opportunity to learn ",1,1,1
"20442",20442,"2015-03-31",53.69," marioraez just came back from chicago and ur building there is gorgeous best looking one in the city class and luxury all the way ",1,1,1
"20443",20443,"2015-03-31",53.69," simply take a big goal and mold yourself to become the person who can accomplish that goal think big",1,1,1
"20447",20447,"2015-03-31",53.69,"entrepreneurs see yourself as victorious look at the solution not the problem be tough be strong be tenacious ",1,1,1
"20449",20449,"2015-03-31",53.69," welovethedonald you can count me in why do you think i m welovethedonald because i believe in you and trust your judgement ",1,1,1
"20450",20450,"2015-03-31",53.69,"i will be on oreillyfactor tonight at enjoy ",1,1,1
"20451",20451,"2015-04-01",55.73," josh millard i m loving everything donaldtrump has been saying about the iranian nuclear deal china mexico and the border please run",1,1,1
"20452",20452,"2015-04-01",55.73," will mr trump this nation needs you now more than ever i encourage you to run for potus your impact is a game changer ",1,1,1
"20454",20454,"2015-04-01",55.73," chrisbiedermann building a massive wall on our southern border needs to happen now support donald trump he can make this happen ",1,1,1
"20458",20458,"2015-04-01",55.73," tr xyz realdonaldtrump excellent appearance on o reilly factor tonight the smart guy is what this country needs ",1,1,1
"20461",20461,"2015-04-01",55.73," michellemeyer donald usa must never allow iran to make their chants death to america a reality",-1,-1,-1
"20462",20462,"2015-04-01",55.73,"one of the greatest tributes to a father i have ever witnessed given to the great jacknicklaus by his wonderful son ",1,1,1
"20468",20468,"2015-04-01",55.73,"obama s offer to iran will not stop iran s breakout capability it is a bad desperate deal negotiated from weakness pass sanctions ",-1,-1,-1
"20472",20472,"2015-04-01",55.73,"washington needs common sense conservative solutions let s make america great again ",-1,1,1
"20473",20473,"2015-04-01",55.73,"entrepreneurs realize that success requires effort and focus nothing less ",1,1,1
"20474",20474,"2015-04-01",55.73," danmilosevich erictrump trumpferrypoint impressive just as trumps would be as first family i hope your dad runs prez we need him ",1,1,1
"20475",20475,"2015-04-01",55.73," thwheel megynkelly realdonaldtrump thank you for having trump on want to see him educate reps on economy ",1,1,1
"20476",20476,"2015-04-01",55.73," hitemhard realdonaldtrump is not a politician perfect build back a great america say what u mean amp get it done realbusinessman",1,1,1
"20477",20477,"2015-04-01",55.73,"via rcpvideo donald trump on who he likes for president donald trump ",1,1,1
"20478",20478,"2015-04-01",55.73,"entrepreneurs learn to trust yourself being an entrepreneur is not a group effort ",1,1,1
"20479",20479,"2015-04-01",55.73," bridgetmarie foxesba realdonaldtrump oreillyfactor the smart guy i love that slogan trumps smart guy approach inspired me ",1,1,1
"20480",20480,"2015-04-01",55.73," party realdonaldtrump mr trump hope we can call you mr president soon thanks ",1,1,1
"20483",20483,"2015-04-01",55.73," user money was never a big motivation for meexcept as a way to keep score the real excitement is playing the game realdonaldtrump",1,1,1
"20485",20485,"2015-04-01",55.73,"the townhall question segment of my wmur commitment conversation joshmcelveen ",1,1,1
"20491",20491,"2015-04-02",55.73,"politicians are all talk and no action washington can only be fixed by an outsider let s make america great again ",-1,1,1
"20492",20492,"2015-04-02",55.73," oliveromrf very excited to start reading theartofthedeal after being so inspired by howtogetrich realdonaldtrump great good luck ",1,1,1
"20493",20493,"2015-04-02",55.73,"oil is under barrel now is the time to increase sanctions against iran not lift them no deal is better than a bad deal artofthedeal",-1,1,-1
"20497",20497,"2015-04-02",55.73," kuhnl realdonaldtrump entrepreneurs learn to trust yourself being an entrepreneur is not a group effort ",1,1,1
"20498",20498,"2015-04-02",55.73," arthurkade fun chatting w derek hough donald trump zac posen harvey weinstein meredith vieira and more ",1,1,1
"20499",20499,"2015-04-02",55.73," jleec reading realdonaldtrump art of the deal tonight for the rd time please run for president trump ",1,1,1
"20507",20507,"2015-04-04",55.73," greta hillarysusans realdonaldtrump i had so much fun doing that interview so different from the usual otr ",1,1,1
"20510",20510,"2015-04-05",55.73," shawnjohnson have a great easter you are a real champion ",1,1,1
"20511",20511,"2015-04-05",55.73,"i wish everyone including the haters and losers a very happy easter ",-1,1,1
"20514",20514,"2015-04-05",55.73,"have a fantastic beautiful and happy easter everyone and then when easter is over have great wins and triumphs in life never give up ",1,1,1
"20515",20515,"2015-04-05",55.73," tijfbutler greatest easter greeting ever rt realdonaldtrump i wish everyone including the haters and losers a very happy easter ",-1,1,1
"20516",20516,"2015-04-05",55.73,"that saturday night live is able to joke about the germanwings air tragedy is disgusting they should apologize to all of those suffering ",-1,-1,-1
"20519",20519,"2015-04-06",55.73," majesticljp realdonaldtrump it s time for you to run for president of the united states mr trump ",1,1,1
"20520",20520,"2015-04-06",55.73," shapirojd realdonaldtrump you should be on sharktank as a guest star trump kingofthedeal nice show ",1,1,1
"20521",20521,"2015-04-06",55.73," serenawilliams we look forward to being with you a truly great champion tomorrow at trump national d c for the tennis center dedication",1,1,1
"20522",20522,"2015-04-06",55.73," susanbbossie realdonaldtrump excited to see the new tennis facility tomorrow trump national in va serenawilliams best in world",1,1,1
"20523",20523,"2015-04-06",55.73," toypilavzla trumpforpresident realdonaldtrump is triumph next year sounded the trumpets ",1,1,1
"20524",20524,"2015-04-06",55.73," maxine foxandfriends realdonaldtrump always hear the truth from donald gives honest opinion always listen ",1,1,1
"20527",20527,"2015-04-06",55.73," obama s promises on the iran deal are like him promising if you like your healthcare plan you can keep it marklevinshow",1,1,1
"20529",20529,"2015-04-06",55.73," staceyhunter donaldtrump great brunch yesterday at mar a lago thank you for stopping to take a pic with our kids ",-1,-1,1
"20530",20530,"2015-04-06",55.73,"congress must stop obama s reckless deal with iran the framework is a pathway for iran to develop nukes ",-1,1,-1
"20531",20531,"2015-04-06",55.73," belllabooo realdonaldtrump foxandfriends i always enjoy listening to you mr trump you give great advice god bless ",1,1,1
"20534",20534,"2015-04-06",55.73,"miami s top destination trumpdoral s remodeled royal palm pool offers luxurious cabanas ",1,1,1
"20537",20537,"2015-04-06",55.73," marianoqcasilum please make it known now that you are a serious candidate for president we the american people need you to liberate usa",1,1,1
"20538",20538,"2015-04-06",55.73,"will be doing foxandfriends this morning at enjoy ",1,1,1
"20540",20540,"2015-04-06",55.73,"congratulations to gatewaypundit on being named the rol breitbartnews award well earned amp well deserved ",1,1,1
"20542",20542,"2015-04-06",55.73,"looking forward to visiting simpsoncollege on wednesday to discuss education common core is an attack on individual amp local rights ",-1,1,-1
"20548",20548,"2015-04-07",57.55," realistboutmine f y i will make a excellent president he has what it takes to turn this county around he is donald trump for a reason ",1,1,1
"20549",20549,"2015-04-07",57.55," jasoncwaite realdonaldtrump the best tweet of agree trump ",1,1,1
"20551",20551,"2015-04-07",57.55," cstace realdonaldtrump is a president to get excited about ",1,1,1
"20552",20552,"2015-04-07",57.55,"many journalists are honest and great but some are knowingly dishonest and basic scum they should be weeded out ",-1,-1,1
"20554",20554,"2015-04-07",57.55," kylerok amazing trump tennis facility in loudoun county is gorgeous anything this man does he does it right ",1,1,1
"20559",20559,"2015-04-07",57.55,"as dishonest as rollingstone is i say huffingtonpost is worse neither has much money sue them and put them out of business ",-1,-1,-1
"20560",20560,"2015-04-07",57.55," tarashuman donaldtrump thank you so much for your amazing hope message i m so grateful hopeisagoodbreakfast ",1,1,1
"20561",20561,"2015-04-07",57.55," kmiddlebrook realdonaldtrump is ahead of most republican candidates and he hasn t even warmed up yet america needs trump thanks",1,1,1
"20563",20563,"2015-04-07",57.55,"wow the respected monmouth university poll has me ahead of most republican candidates nationwide and most people don t think i m running ",1,1,1
"20566",20566,"2015-04-08",56.42," luismamh donaldtrump money was never a big motivation for me except as a way to keep score the real excitement is playing the game ",1,1,1
"20567",20567,"2015-04-08",56.42," mccoykellen i would recommend everyone watch all of realdonaldtrump vines ",1,1,1
"20570",20570,"2015-04-08",56.42," brain quotes sometimes your best investments are the ones you don t make donald trump realdonaldtrump ",1,1,1
"20574",20574,"2015-04-08",56.42," colemang i can t wait for donaldtrump to become president and finally put the us back on top as the worlds greatest country trump ",1,1,1
"20581",20581,"2015-04-09",56.04," bradheat realdonaldtrump is the entrepreneur that all entrepreneurs look up to keep the inspiration up thank you ",1,1,1
"20584",20584,"2015-04-09",56.04," chm mc realdonaldtrump trump turnberry looks incredible in the sunshine lookinggreat trumpturnberry ",1,1,1
"20587",20587,"2015-04-09",56.04,"on my way to trumpsoho to receive the aaa five diamond award ",1,1,1
"20590",20590,"2015-04-09",56.04,"record crowd and standing ovation at simpson college in iowa lots of fun wonderful audience ",1,1,1
"20594",20594,"2015-04-09",56.04," forbes quote of the day sometimes your best investments are the ones you don t make donald trump ",1,1,1
"20596",20596,"2015-04-09",56.04," stevewest greta repdesantis donaldtrump kerry is such a great negotiator he doesn t even know when he has a deal better call trump",1,1,1
"20600",20600,"2015-04-10",56.82," reedz realdonaldtrump welcome to the best city in the usa nashville tn i love nashville ",1,1,1
"20603",20603,"2015-04-10",56.82," blitz fr i won t rest until i have respectfully shaken the hand of donaldtrump himself inspiration rolemodel ",1,1,1
"20604",20604,"2015-04-10",56.82," iamapatsfan i would rather donald trump be the president than jeb bush would do a much better job ",1,1,1
"20605",20605,"2015-04-10",56.82,"will be doing a big interview tonight with bret baier at p m on fox don t miss it ",-1,1,-1
"20608",20608,"2015-04-11",56.82," thegurleygirl your interview on fox news was great we need you amp the country knows you re the person who can save our country trump ",1,1,1
"20611",20611,"2015-04-11",56.82," mikeanddawnny johnlegere i m a tmobile customer yrs amp dt is right also he s presidential unlike joker in wh now amp hillary the liar ",-1,1,-1
"20613",20613,"2015-04-11",56.82," welovethedonald donaldtrump you sure do look like a natural behind that podium i can t wait to put my trump sign in my front yard ",1,-1,1
"20617",20617,"2015-04-11",56.82," saugat p realdonaldtrump speaks the truth refreshing honesty no politics bs ",1,1,-1
"20620",20620,"2015-04-11",56.82," warrenmarcussen realdonaldtrump kbrocking i love your show though donny i m a fuckung huge fan but our country is dieing ",1,1,1
"20624",20624,"2015-04-11",56.82," wiccanfoxglove realdonaldtrump will you run can you get us out of the hole we are in i want this nation to be strong amp proud ",1,1,1
"20627",20627,"2015-04-11",56.82," anthonycl realdonaldtrump donald trump for president he s the only one who can run a successful business ",1,1,1
"20630",20630,"2015-04-11",56.82," tmobile you service is absolutely terrible get on the ball johnlegere",-1,-1,-1
"20639",20639,"2015-04-11",56.82,"without passion you don t have energy without energy you have nothing nothing great in the world has been accomplished without passion ",1,1,1
"20643",20643,"2015-04-11",56.82," gmcallahanjr next great building in dc that should have the trump name in it realdonaldtrump rundonaldrun ",1,1,1
"20644",20644,"2015-04-11",56.82," bretbaier thank you for the very fair and highly professional segment on me tonight many people watched and commented ",1,1,1
"20647",20647,"2015-04-11",56.82," glfceo the best custserv in hospitality is at realdonaldtrump s trumpchicago hotel just super ",1,1,1
"20649",20649,"2015-04-11",56.82," gamecockandrew realdonaldtrump thanks for coming to south carolina tomarrow my great honor ",1,1,1
"20653",20653,"2015-04-11",56.82," ericbolling did a fantastic job on o reilly tonight way to go eric ",1,1,1
"20656",20656,"2015-04-11",56.82," keatsben realdonaldtrump president trump just sounds right thanks ",1,1,1
"20657",20657,"2015-04-11",56.82," dtbeasley nashvillebiz nshbizsichko realdonaldtrump he also bought the beach property adjacent to mar a lago from jack massey true ",-1,-1,1
"20661",20661,"2015-04-11",56.82," gameweiver realdonaldtrump ericbolling donald trump doesn t compliment many people true ",1,1,1
"20662",20662,"2015-04-11",56.82," kyleraccio realdonaldtrump trump excites conservatives and appeals to independents the best candidate run donald run thanks kyle ",1,1,1
"20664",20664,"2015-04-11",56.82," kyleraccio realdonaldtrump trump will be great on protecting a rights ",1,1,1
"20666",20666,"2015-04-11",56.82," houstongunn a warm welcome to nashville realdonaldtrump today thanks for sharing your wisdom and opinions with middle tennessee ",1,1,1
"20673",20673,"2015-04-12",56.82," jamison gma realdonaldtrump burger meister i pray that the good lord will give you the strength to run mr trump thank you ",1,1,1
"20674",20674,"2015-04-12",56.82," pare realdonaldtrump hillary must not win these other republican candidates are nothing you are the real deal",1,1,1
"20681",20681,"2015-04-12",56.82," carolled realdonaldtrump im so ready to have mr realdonaldtrump for president please ",1,1,1
"20686",20686,"2015-04-12",56.82," samcadora take some of that passion and energy and run for president already sweet jesus just run for president make america great again",1,1,1
"20690",20690,"2015-04-12",56.82," jandnsmaman realdonaldtrump you should really run mr trump republicans will need a strong candidate to beat hillary trump ",1,1,1
"20692",20692,"2015-04-12",56.82," mayrazayago this is our favorite tower in chicago we love it we sit in front of it just to contemplate it ",1,1,1
"20695",20695,"2015-04-12",56.82," mkbeattie realdonaldtrump vs hillaryclinton for the white house would make for awesome debates i agree ",1,1,1
"20696",20696,"2015-04-12",56.82,"a great the masters the course looks so beautiful fantastic for golf and television ratings ",1,1,1
"20697",20697,"2015-04-12",56.82," mkbeattie realdonaldtrump vs hillaryclinton for the white house would make for awesome debates ",1,1,1
"20703",20703,"2015-04-12",56.82," dcfoodsafety realdonaldtrump jamersonhayes agreed haters just because they won t ever have the half the intelligence of mr trump ",1,1,1
